,Unnamed: 0.1,Unnamed: 0,prompt,opt1,opt2,pred,act,lang,label
829,829,161,There is no one here who will keep an eye on you.,No one will welcome you respectfully.,Everyone will welcome you with respect.,1,0,hi,wrong
830,830,162,There is no one here who will sit with thorns for you.,No one will welcome you respectfully.,Everyone will welcome you with respect.,0,1,hi,wrong
1963,1963,81,"Not meaning to be judgmental, but she spoke as if a royal princess had a noble character.","Not meaning to judge, but he spoke as if the most truthful.","Not meant to be judgmental, but she spoke as if she was gentle.",0,1,id,wrong
1235,1235,237,"Not meaning to judge, but he spoke as if only he understood that 1+1=2.","Not meaning to judge, but he spoke as if the most truthful.","Not meant to be judgmental, but she spoke as if she was gentle.",0,0,id,correct
5374,5374,14,There are no lengths without ends,Nothing is infinite,Everything has an end,1,0,sw,wrong
4582,4582,46,The ogre knew that it was not eaten,Nothing is infinite,Nothing is final,1,1,sw,correct
4378,4378,38,now his hair has become harideung.,Now I have become a parent,I'm still young now.,0,1,su,wrong
3990,3990,54,now his hair has become barodas,Now I have become a parent,I'm still young now.,0,0,su,correct
3991,3991,55,"Now that I'm going to Bandung, it's like a road to water",Now I'm going to Bandung,Now it's a long way to go to Bandung.,0,0,su,correct
4381,4381,41,"Now that I'm going to Bandung, it's like walking on a trail.",Now I'm going to Bandung,Now it's a long way to go to Bandung.,0,1,su,wrong
4504,4504,164,Now the number of motorbikes on the road is like ants approaching sugar,Now the number of motorbikes on the road is very small,Now the number of motorcycles on the road is small.,1,0,su,wrong
4505,4505,165,Now the number of motorcycles on the road is like the contents of the wallet at the end of the month.,Now the number of motorbikes on the road is very small,Now the number of motorcycles on the road is small.,0,1,su,wrong
2001,2001,119,Now the situation is like a woven thread.,Now the situation is complicated.,Now the situation is under control.,0,1,id,wrong
1373,1373,375,Now the situation is like tangled threads.,Now the situation is complicated.,Now the situation is under control.,0,0,id,correct
2644,2644,104,Following the parents' orders is like holding a ember of fire,Obeying the orders of the parents became doubtful,Follow the orders of the parents to be strong,1,0,jv,wrong
2314,2314,176,Obeying the parents' orders is like holding iron copper,Obeying the orders of the parents became doubtful,Follow the orders of the parents to be strong,1,1,jv,correct
1307,1307,309,"Occasionally we may give gifts to ourselves who have worked hard. However, do not forget that money is like growing from a tree.","Occasionally we may give gifts to ourselves who have worked hard. However, do not forget that the money is not easy to get.","Occasionally we may give gifts to ourselves who have worked hard. However, don't forget that the money can be used up and left to be earned.",0,0,id,correct
1308,1308,310,"Occasionally we may give gifts to ourselves who have worked hard. However, don't forget that money is like water poured into a heap of sand.","Occasionally we may give gifts to ourselves who have worked hard. However, do not forget that the money is not easy to get.","Occasionally we may give gifts to ourselves who have worked hard. However, don't forget that the money can be used up and left to be earned.",1,1,id,correct
5728,5728,93,Odeshola does not know what they call hunting.,Odeshola knows the job of the hunter very well,A hunter plays with hunting,1,1,yo,correct
6072,6072,91,A hunter who knows how to hunt is as good as a hunter,Odeshola knows the job of the hunter very well,A hunter plays with hunting,1,0,yo,wrong
5854,5854,219,Ojo's face was covered with rain,Ojo came to his senses,Ojo does not seek self-control,1,1,yo,correct
6200,6200,219,Ojó refrains from dressing,Ojo came to his senses,Ojo does not seek self-control,1,0,yo,wrong
6183,6183,202,Ojo works like a turtle,Ojo is working hard,The rain is lazy,0,1,yo,wrong
5849,5849,214,Rain works like an elephant,Ojo is working hard,The rain is lazy,0,0,yo,correct
5609,5609,249,Omar married a daughter as beautiful as number eight,Omar married a fat and beautiful daughter,Omar married a fat and ugly daughter,0,1,sw,wrong
5608,5608,248,Omar married a beautiful bottle-shaped daughter,Omar married a fat and beautiful daughter,Omar married a fat and ugly daughter,1,0,sw,wrong
2189,2189,51,"On Sundays, if you can do the job of teaching the parrot to sing","On Sunday, if you can do work that is beneficial","On Sunday, if you can do useless work there is no benefit",0,0,jv,correct
2190,2190,52,"On Sundays, if you can do the work of swimming ducks","On Sunday, if you can do work that is beneficial","On Sunday, if you can do useless work there is no benefit",1,1,jv,correct
5614,5614,254,He wore a rinda as white as clouds on his baptism day,"On the day of his baptism, he wore a white robe",He did not wear a black robe on the day of his baptism,1,0,sw,wrong
5315,5315,779,He wore a coal-white rind on his baptism day,"On the day of his baptism, he wore a white robe",He did not wear a black robe on the day of his baptism,1,1,sw,correct
2289,2289,151,"On stage, srimpi dancers move like dead wood","On the stage, the srimpi dancer moves gracefully","On the stage, the srimpi dancer moves stiffly",1,1,jv,correct
2288,2288,150,"On stage, srimpi dancers move like flowers in the wind","On the stage, the srimpi dancer moves gracefully","On the stage, the srimpi dancer moves stiffly",0,0,jv,correct
1291,1291,293,A person's life is like trash scattered on the riverbank.,One's life is precious.,One's life is despicable.,1,1,id,correct
1290,1290,292,A person's life is like a priceless gift.,One's life is precious.,One's life is despicable.,0,0,id,correct
5611,5611,251,Onyango is a water jug,Onyango likes to blurt out words that are not about him,Onyango keeps the secrets of others by heart,0,1,sw,wrong
5310,5310,774,Onyango is a microphone,Onyango likes to blurt out words that are not about him,Onyango keeps the secrets of others by heart,0,0,sw,correct
4333,4333,397,Opening a new business for a pandemic is like sailing in a storm,Opening a new business for the pandemic is a big risk,Opening a new business for the pandemic is not without risk.,0,0,su,correct
4531,4531,191,Opening a new business during a pandemic is like climbing a steep mountain.,Opening a new business for the pandemic is a big risk,Opening a new business for the pandemic is not without risk.,0,1,su,wrong
5840,5840,205,Or the smell of his body,Or is it a lot of punishment,Or is it a lot of fun,1,1,yo,correct
6170,6170,189,Álibi has become king,Or is it a lot of punishment,Or is it a lot of fun,1,0,yo,wrong
5246,5246,710,Mother Otis loved her husband's kiss like honey,Otis's mother loved her husband's kiss,Otis's mother did not like her husband's kiss,0,0,sw,correct
5585,5585,225,Mother Otis loved her husband's kiss as God loves sin,Otis's mother loved her husband's kiss,Otis's mother did not like her husband's kiss,0,1,sw,wrong
2854,2854,116,Our farm soil is as fertile as the desert,Our farm soil is fertile,Our field soil is not fertile,1,1,kn,correct
3558,3558,68,Our farm soil is fertile like black soil,Our farm soil is fertile,Our field soil is not fertile,1,0,kn,wrong
2438,2438,300,Our friendship is like a chain,Our friendship is strong,Our friendship is fragile,0,0,jv,correct
2439,2439,301,Our friendship is like solid wood that is often touched by water,Our friendship is strong,Our friendship is fragile,1,1,jv,correct
2456,2456,318,Our love relationship is like a dog and a cat,Our love affair is romantic,Our love relationship is just an exchange,1,1,jv,correct
2455,2455,317,Our love affair is like the story of Romeo and Juliet,Our love affair is romantic,Our love relationship is just an exchange,0,0,jv,correct
1850,1850,852,Our love story is like an edelweiss plant.,Our love story is eternal.,Our love story is temporary.,0,0,id,correct
2124,2124,242,Our love story is like the story of Romeo and Juliet.,Our love story is eternal.,Our love story is temporary.,0,1,id,wrong
5201,5201,665,Our neighbor has children as rare as chicken milk,Our neighbor has many children,Our neighbor has very few children,1,1,sw,correct
5200,5200,664,Our neighbor has many children like siafu,Our neighbor has many children,Our neighbor has very few children,0,0,sw,correct
5355,5355,819,Our neighbor has a mind as empty as a barrel,Our neighbor is stupid,Our neighbor is smart,0,0,sw,correct
5632,5632,272,Our neighbor has an empty mind like the sea,Our neighbor is stupid,Our neighbor is smart,0,1,sw,wrong
820,820,152,"On the battlefield, our soldiers won by stepping on hot coals.",Our soldiers won the battle with difficulties.,Our soldiers easily won the war.,1,0,hi,wrong
360,360,360,"On the battlefield, our soldiers won by stepping on flowers.",Our soldiers won the battle with difficulties.,Our soldiers easily won the war.,1,1,hi,correct
1846,1846,848,Our supervisors are like rare plants.,Our supervisors are hard to find.,Our supervisors are easy to find.,0,0,id,correct
2122,2122,240,Our supervisors are like weeds.,Our supervisors are hard to find.,Our supervisors are easy to find.,0,1,id,wrong
6006,6006,25,Our teachers have no problems,Our teachers are very bad,The teachers are not bad,1,0,yo,wrong
6005,6005,24,The venom of our teachers is like that of a snake,Our teachers are very bad,The teachers are not bad,0,1,yo,wrong
3699,3699,209,Our town is sparsely populated like a city,Our town is sparsely populated,Our town is not sparsely populated,0,1,kn,wrong
3099,3099,361,Our town is sparsely populated like a forest,Our town is sparsely populated,Our town is not sparsely populated,0,0,kn,correct
3502,3502,12,It is needed as carbon dioxide for respiration.,Oxygen is very necessary for breathing,Oxygen is not very necessary for breathing,0,1,kn,wrong
2762,2762,24,It is as necessary as oxygen to breathe.,Oxygen is very necessary for breathing,Oxygen is not very necessary for breathing,0,0,kn,correct
4127,4127,191,Padjajaran field is the cost of the world cup football field,Padjajaran field is good and tidy,Padjajaran field battered and messy.,0,0,su,correct
4455,4455,115,Field Padjajaran kos field in the stable.,Padjajaran field is good and tidy,Padjajaran field battered and messy.,0,1,su,wrong
1238,1238,240,Pain for the poor who seek treatment using BPJS at the hospital is like fighting a tiger in the wilderness.,Pain for the poor who seek treatment using BPJS at the hospital is complicated.,Sickness for the poor who seek treatment using BPJS at the hospital is facilitated.,0,0,id,correct
1239,1239,241,Pain for the poor who seek treatment using BPJS at the hospital is like turning the palm of the hand.,Pain for the poor who seek treatment using BPJS at the hospital is complicated.,Sickness for the poor who seek treatment using BPJS at the hospital is facilitated.,1,1,id,correct
1124,1124,126,Rina's neighbors talk as if her mouth smells of honey.,Painful neighbor talk.,Neighbor sweet talk heard.,1,1,id,correct
1123,1123,125,The words of Rina's neighbors seemed to have no bones.,Painful neighbor talk.,Neighbor sweet talk heard.,0,0,id,correct
1103,1103,105,"Hearing her words, I felt like I was being stabbed by a dagger.",Painful speech.,What a lovely saying.,0,0,id,correct
1104,1104,106,"Hearing his words, I felt like being caressed by a lover.",Painful speech.,What a lovely saying.,1,1,id,correct
